County,WeekStartDate,Deaths,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Thurston County,43975,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Thurston County,43982,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Thurston County,43989,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44010,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44017,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Thurston County,44024,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Thurston County,44031,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Thurston County,44038,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Thurston County,44045,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Thurston County,44073,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44087,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44094,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44108,4,0,0,0,0,1,3,0,2021/05/10 12:56:27
Thurston County,44115,10,0,0,0,0,3,7,0,2021/05/10 12:56:27
Thurston County,44122,5,0,0,0,0,1,4,0,2021/05/10 12:56:27
Thurston County,44129,6,0,0,0,1,3,2,0,2021/05/10 12:56:27
Thurston County,44136,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Thurston County,44143,4,0,0,1,0,1,2,0,2021/05/10 12:56:27
Thurston County,44150,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Thurston County,44157,3,0,0,0,1,2,0,0,2021/05/10 12:56:27
Thurston County,44164,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Thurston County,44171,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Thurston County,44178,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Thurston County,44185,6,0,1,0,1,3,1,0,2021/05/10 12:56:27
Thurston County,44192,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Thurston County,44199,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44206,4,0,0,0,0,3,1,0,2021/05/10 12:56:27
Thurston County,44220,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Thurston County,44227,5,0,0,0,1,3,1,0,2021/05/10 12:56:27
Thurston County,44234,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Thurston County,44241,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44248,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Thurston County,44255,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Thurston County,44262,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Thurston County,44269,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Thurston County,44276,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Thurston County,44290,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Thurston County,44297,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Thurston County,44304,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Thurston County,44311,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Walla Walla County,43926,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Walla Walla County,43940,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Walla Walla County,44045,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Walla Walla County,44059,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Walla Walla County,44073,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Walla Walla County,44115,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Walla Walla County,44122,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Walla Walla County,44129,7,0,0,0,1,1,5,0,2021/05/10 12:56:27
Walla Walla County,44136,9,0,0,0,2,2,5,0,2021/05/10 12:56:27
Walla Walla County,44143,7,0,0,0,1,3,3,0,2021/05/10 12:56:27
Walla Walla County,44150,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Walla Walla County,44157,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Walla Walla County,44171,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Walla Walla County,44178,5,0,0,0,2,1,2,0,2021/05/10 12:56:27
Walla Walla County,44185,4,0,0,0,1,1,2,0,2021/05/10 12:56:27
Walla Walla County,44192,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Walla Walla County,44199,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Walla Walla County,44213,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Walla Walla County,44220,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Walla Walla County,44227,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Walla Walla County,44248,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Walla Walla County,44255,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Walla Walla County,44297,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Whatcom County,43898,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Whatcom County,43905,13,0,0,0,1,2,10,0,2021/05/10 12:56:27
Whatcom County,43912,6,0,0,0,2,0,4,0,2021/05/10 12:56:27
Whatcom County,43919,7,0,0,0,0,0,7,0,2021/05/10 12:56:27
Whatcom County,43926,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Whatcom County,43933,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Whatcom County,43947,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,43954,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Whatcom County,43968,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,43989,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44017,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44031,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44080,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Whatcom County,44087,6,0,0,0,0,0,6,0,2021/05/10 12:56:27
Whatcom County,44094,5,0,0,0,0,1,4,0,2021/05/10 12:56:27
Whatcom County,44115,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Whatcom County,44129,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Whatcom County,44136,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Whatcom County,44157,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44164,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Whatcom County,44171,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44178,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Whatcom County,44185,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44192,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Whatcom County,44199,4,0,0,1,1,1,1,0,2021/05/10 12:56:27
Whatcom County,44206,6,0,0,0,1,3,2,0,2021/05/10 12:56:27
Whatcom County,44213,5,0,0,0,0,3,2,0,2021/05/10 12:56:27
Whatcom County,44220,4,0,0,0,0,1,3,0,2021/05/10 12:56:27
Whatcom County,44227,3,0,0,0,1,0,2,0,2021/05/10 12:56:27
Whatcom County,44234,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44241,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whatcom County,44255,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Whatcom County,44297,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Whatcom County,44311,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Whitman County,44080,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whitman County,44101,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Whitman County,44108,10,0,0,0,0,4,6,0,2021/05/10 12:56:27
Whitman County,44115,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Whitman County,44122,5,0,0,0,0,0,5,0,2021/05/10 12:56:27
Whitman County,44129,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Whitman County,44164,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Whitman County,44171,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Whitman County,44178,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Whitman County,44185,10,0,0,0,1,2,7,0,2021/05/10 12:56:27
Whitman County,44192,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Whitman County,44199,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Whitman County,44206,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Whitman County,44213,3,0,0,1,0,2,0,0,2021/05/10 12:56:27
Whitman County,44304,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Yakima County,43905,2,0,0,1,0,0,1,0,2021/05/10 12:56:27
Yakima County,43912,15,0,0,1,2,4,8,0,2021/05/10 12:56:27
Yakima County,43919,18,0,0,1,3,8,6,0,2021/05/10 12:56:27
Yakima County,43926,16,0,0,0,3,6,7,0,2021/05/10 12:56:27
Yakima County,43933,9,0,0,0,0,6,3,0,2021/05/10 12:56:27
Yakima County,43940,11,0,0,0,1,5,5,0,2021/05/10 12:56:27
Yakima County,43947,12,0,0,0,0,3,9,0,2021/05/10 12:56:27
Yakima County,43954,16,0,1,1,1,5,8,0,2021/05/10 12:56:27
Yakima County,43961,14,0,0,0,3,3,8,0,2021/05/10 12:56:27
Yakima County,43968,10,0,0,1,3,4,2,0,2021/05/10 12:56:27
Yakima County,43975,11,0,0,0,4,4,3,0,2021/05/10 12:56:27
Yakima County,43982,10,0,0,1,1,6,2,0,2021/05/10 12:56:27
Yakima County,43989,30,0,0,3,3,9,15,0,2021/05/10 12:56:27
Yakima County,43996,21,0,0,4,3,8,6,0,2021/05/10 12:56:27
Yakima County,44003,15,0,0,0,1,2,12,0,2021/05/10 12:56:27
Yakima County,44010,13,0,0,0,3,3,7,0,2021/05/10 12:56:27
Yakima County,44017,8,0,0,0,2,3,3,0,2021/05/10 12:56:27
Yakima County,44024,9,0,0,0,3,2,4,0,2021/05/10 12:56:27
Yakima County,44031,5,0,0,0,1,1,3,0,2021/05/10 12:56:27
Yakima County,44038,3,0,1,0,0,2,0,0,2021/05/10 12:56:27
Yakima County,44045,7,0,0,1,2,0,4,0,2021/05/10 12:56:27
Yakima County,44052,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Yakima County,44059,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Yakima County,44066,5,0,0,0,0,1,4,0,2021/05/10 12:56:27
Yakima County,44073,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Yakima County,44080,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Yakima County,44087,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Yakima County,44101,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Yakima County,44115,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Yakima County,44129,5,0,0,1,0,1,3,0,2021/05/10 12:56:27
Yakima County,44136,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Yakima County,44143,16,0,0,0,1,4,11,0,2021/05/10 12:56:27
Yakima County,44150,6,0,0,1,0,4,1,0,2021/05/10 12:56:27
Yakima County,44157,8,0,0,1,4,0,3,0,2021/05/10 12:56:27
Yakima County,44164,11,0,0,2,1,5,3,0,2021/05/10 12:56:27
Yakima County,44171,7,0,0,0,1,5,1,0,2021/05/10 12:56:27
Yakima County,44178,13,0,0,0,1,8,4,0,2021/05/10 12:56:27
Yakima County,44185,17,0,1,0,4,7,5,0,2021/05/10 12:56:27
Yakima County,44192,16,0,0,2,0,6,8,0,2021/05/10 12:56:27
Yakima County,44199,10,0,0,0,5,2,3,0,2021/05/10 12:56:27
Yakima County,44206,14,0,0,1,2,6,5,0,2021/05/10 12:56:27
Yakima County,44213,8,0,0,2,1,4,1,0,2021/05/10 12:56:27
Yakima County,44220,7,0,0,1,2,2,2,0,2021/05/10 12:56:27
Yakima County,44227,3,0,0,1,0,2,0,0,2021/05/10 12:56:27
Yakima County,44234,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Yakima County,44241,4,0,0,1,0,3,0,0,2021/05/10 12:56:27
Yakima County,44248,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Yakima County,44255,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Yakima County,44262,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Yakima County,44269,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Yakima County,44276,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Yakima County,44283,6,0,0,1,3,0,2,0,2021/05/10 12:56:27
Yakima County,44290,5,0,1,0,1,1,2,0,2021/05/10 12:56:27
Yakima County,44297,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Yakima County,44304,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Unassigned,44038,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Unassigned,44080,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Unassigned,44234,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
